batch_num,num_of_exec,difference
16,23,23
32,46,23
48,69,23
64,92,23
80,115,23
96,138,23
112,161,23
128,184,23
144,207,23
160,230,23
176,253,23
192,276,23
208,299,23
224,322,23
240,331,9
256,340,9
272,359,19
288,382,23
304,405,23
320,428,23
336,451,23
352,470,19
368,489,19
384,498,9
400,521,23
416,544,23
432,563,19
448,576,13
464,585,9
480,598,13
496,621,23
512,630,9
528,643,13
544,644,1
560,663,19
576,686,23
592,705,19
608,728,23
624,751,23
640,774,23
656,797,23
672,820,23
688,843,23
704,862,19
720,871,9
736,890,19
752,903,13
768,916,13
784,917,1
800,930,13
816,953,23
832,976,23
848,995,19
864,1014,19
880,1015,1
896,1016,1
912,1029,13
928,1030,1
944,1031,1
960,1040,9
976,1049,9
992,1064,15
1008,1073,9
1024,1092,19
1040,1105,13
1056,1120,15
1072,1135,15
1088,1136,1
1104,1145,9
1120,1168,23
1136,1177,9
1152,1186,9
1168,1195,9
1184,1196,1
1200,1197,1
1216,1212,15
1232,1213,1
1248,1226,13
1264,1227,1
1280,1250,23
1296,1273,23
1312,1296,23
1328,1305,9
1344,1306,1
1360,1325,19
1376,1338,13
1392,1361,23
1408,1362,1
1424,1377,15
1440,1378,1
1456,1397,19
1472,1406,9
1488,1419,13
1504,1428,9
1520,1443,15
1536,1452,9
1552,1475,23
1568,1476,1
1584,1485,9
1600,1498,13
1616,1499,1
1632,1514,15
1648,1523,9
1664,1532,9
1680,1547,15
1696,1562,15
1712,1571,9
1728,1572,1
1744,1581,9
1760,1594,13
1776,1609,15
1792,1610,1
1808,1619,9
1824,1634,15
1840,1635,1
1856,1654,19
1872,1677,23
1888,1700,23
1904,1713,13
1920,1728,15
1936,1743,15
1952,1766,23
1968,1785,19
1984,1798,13
2000,1811,13
2016,1826,15
2032,1839,13
2048,1848,9
2064,1871,23
2080,1890,19
2096,1903,13
2112,1922,19
2128,1941,19
2144,1942,1
2160,1961,19
2176,1984,23
2192,2007,23
2208,2030,23
2224,2053,23
2240,2076,23
2256,2095,19
2272,2118,23
2288,2137,19
2304,2156,19
2320,2175,19
2336,2198,23
2352,2221,23
2368,2240,19
2384,2259,19
2400,2260,1
2416,2275,15
2432,2276,1
2448,2289,13
2464,2308,19
2480,2323,15
2496,2346,23
2512,2359,13
2528,2360,1
2544,2379,19
2560,2388,9
2576,2407,19
2592,2426,19
2608,2427,1
2624,2446,19
2640,2465,19
2656,2474,9
2672,2483,9
2688,2492,9
2704,2493,1
2720,2508,15
2736,2523,15
2752,2538,15
2768,2561,23
2784,2580,19
2800,2593,13
2816,2608,15
2832,2623,15
2848,2632,9
2864,2641,9
2880,2642,1
2896,2643,1
2912,2666,23
2928,2675,9
2944,2694,19
2960,2717,23
2976,2726,9
2992,2741,15
3008,2756,15
3024,2775,19
3040,2790,15
3056,2803,13
3072,2822,19
3088,2831,9
3104,2832,1
3120,2855,23
3136,2864,9
3152,2887,23
3168,2902,15
3184,2925,23
3200,2948,23
3216,2957,9
3232,2966,9
3248,2981,15
3264,3000,19
3280,3019,19
3296,3020,1
3312,3043,23
3328,3066,23
3344,3089,23
3360,3102,13
3376,3111,9
3392,3130,19
3408,3143,13
3424,3152,9
3440,3161,9
3456,3180,19
3472,3199,19
3488,3218,19
3504,3227,9
3520,3236,9
3536,3251,15
3552,3264,13
3568,3273,9
3584,3296,23
3600,3315,19
3616,3334,19
3632,3353,19
3648,3372,19
3664,3391,19
3680,3410,19
3696,3433,23
3712,3456,23
3728,3475,19
3744,3494,19
3760,3503,9
3776,3512,9
3792,3535,23
3808,3544,9
3824,3553,9
3840,3572,19
3856,3587,15
3872,3606,19
3888,3619,13
3904,3628,9
3920,3643,15
3936,3662,19
3952,3681,19
3968,3700,19
3984,3723,23
4000,3746,23
4016,3769,23
4032,3792,23
4048,3793,1
4064,3802,9
4080,3821,19
4096,3822,1
4112,3831,9
4128,3840,9
4144,3841,1
4160,3856,15
4176,3871,15
4192,3894,23
4208,3917,23
4224,3940,23
4240,3949,9
4256,3950,1
4272,3959,9
4288,3974,15
4304,3975,1
4320,3976,1
4336,3985,9
4352,3994,9
4368,4007,13
4384,4026,19
4400,4039,13
4416,4052,13
4432,4071,19
4448,4080,9
4464,4099,19
4480,4122,23
4496,4141,19
4512,4164,23
4528,4183,19
4544,4198,15
4560,4199,1
4576,4214,15
4592,4229,15
4608,4248,19
4624,4267,19
4640,4286,19
4656,4295,9
4672,4314,19
4688,4323,9
4704,4346,23
4720,4359,13
4736,4368,9
4752,4383,15
4768,4398,15
4784,4399,1
4800,4414,15
4816,4429,15
4832,4448,19
4848,4471,23
4864,4486,15
4880,4505,19
4896,4514,9
4912,4533,19
4928,4556,23
4944,4579,23
4960,4602,23
4976,4625,23
4992,4626,1
5008,4645,19
5024,4658,13
5040,4677,19
5056,4696,19
5072,4715,19
5088,4730,15
5104,4745,15
5120,4754,9
5136,4755,1
5152,4764,9
5168,4765,1
5184,4774,9
5200,4783,9
5216,4792,9
5232,4801,9
5248,4820,19
5264,4835,15
5280,4844,9
5296,4853,9
5312,4868,15
5328,4877,9
5344,4878,1
5360,4879,1
5376,4880,1
5392,4889,9
5408,4898,9
5424,4907,9
5440,4916,9
5456,4917,1
5472,4918,1
5488,4919,1
5504,4928,9
5520,4941,13
5536,4950,9
5552,4973,23
5568,4974,1
5584,4983,9
5600,4998,15
5616,5017,19
5632,5036,19
5648,5037,1
5664,5046,9
5680,5055,9
5696,5056,1
5712,5075,19
5728,5098,23
5744,5113,15
5760,5132,19
5776,5141,9
5792,5154,13
5808,5169,15
5824,5184,15
5840,5203,19
5856,5204,1
5872,5205,1
5888,5214,9
5904,5215,1
5920,5216,1
5936,5231,15
5952,5232,1
5968,5245,13
5984,5258,13
6000,5273,15
6016,5274,1
6032,5275,1
6048,5276,1
6064,5295,19
6080,5318,23
6096,5341,23
6112,5364,23
6128,5387,23
6144,5410,23
6160,5433,23
6176,5456,23
6192,5479,23
6208,5502,23
6224,5521,19
6240,5540,19
6256,5563,23
6272,5576,13
6288,5585,9
6304,5586,1
6320,5595,9
6336,5614,19
6352,5637,23
6368,5660,23
6384,5683,23
6400,5706,23
6416,5729,23
6432,5748,19
6448,5757,9
6464,5776,19
6480,5785,9
6496,5798,13
6512,5821,23
6528,5844,23
6544,5867,23
6560,5868,1
6576,5877,9
6592,5890,13
6608,5909,19
6624,5918,9
6640,5933,15
6656,5942,9
6672,5943,1
6688,5958,15
6704,5967,9
6720,5976,9
6736,5985,9
6752,5986,1
6768,5999,13
6784,6018,19
6800,6031,13
6816,6050,19
6832,6073,23
6848,6082,9
6864,6097,15
6880,6110,13
6896,6125,15
6912,6144,19
6928,6167,23
6944,6186,19
6960,6195,9
6976,6204,9
6992,6219,15
7008,6228,9
7024,6247,19
7040,6256,9
7056,6265,9
7072,6274,9
7088,6283,9
7104,6284,1
7120,6299,15
7136,6314,15
7152,6327,13
7168,6336,9
7184,6351,15
7200,6374,23
7216,6383,9
7232,6398,15
7248,6407,9
7264,6430,23
7280,6439,9
7296,6440,1
7312,6459,19
7328,6472,13
7344,6485,13
7360,6494,9
7376,6495,1
7392,6510,15
7408,6511,1
7424,6524,13
7440,6533,9
7456,6552,19
7472,6561,9
7488,6570,9
7504,6579,9
7520,6598,19
7536,6599,1
7552,6614,15
7568,6623,9
7584,6624,1
7600,6637,13
7616,6638,1
7632,6651,13
7648,6670,19
7664,6685,15
7680,6694,9
7696,6695,1
7712,6696,1
7728,6711,15
7744,6720,9
7760,6739,19
7776,6748,9
7792,6757,9
7808,6758,1
7824,6777,19
7840,6790,13
7856,6803,13
7872,6812,9
7888,6825,13
7904,6848,23
7920,6863,15
7936,6864,1
7952,6865,1
7968,6866,1
7984,6879,13
8000,6880,1
8016,6881,1
8032,6890,9
8048,6905,15
8064,6906,1
8080,6915,9
8096,6916,1
8112,6917,1
8128,6918,1
8144,6927,9
8160,6928,1
8176,6929,1
8192,6942,13
8208,6943,1
8224,6952,9
8240,6953,1
8256,6962,9
8272,6971,9
8288,6986,15
8304,6987,1
8320,6996,9
8336,7015,19
8352,7034,19
8368,7049,15
8384,7064,15
8400,7083,19
8416,7106,23
8432,7119,13
8448,7128,9
8464,7129,1
8480,7138,9
8496,7139,1
8512,7148,9
8528,7171,23
8544,7180,9
8560,7203,23
8576,7222,19
8592,7235,13
8608,7258,23
8624,7281,23
8640,7304,23
8656,7327,23
8672,7350,23
8688,7373,23
8704,7392,19
8720,7405,13
8736,7414,9
8752,7423,9
8768,7442,19
8784,7457,15
8800,7480,23
8816,7503,23
8832,7526,23
8848,7549,23
8864,7572,23
8880,7585,13
8896,7600,15
8912,7619,19
8928,7632,13
8944,7651,19
8960,7660,9
8976,7675,15
8992,7684,9
9008,7699,15
9024,7714,15
9040,7729,15
9056,7744,15
9072,7753,9
9088,7768,15
9104,7777,9
9120,7778,1
9136,7797,19
9152,7810,13
9168,7819,9
9184,7838,19
9200,7847,9
9216,7860,13
9232,7873,13
9248,7896,23
9264,7911,15
9280,7934,23
9296,7957,23
9312,7980,23
9328,8003,23
9344,8012,9
9360,8025,13
9376,8038,13
9392,8061,23
9408,8084,23
9424,8097,13
9440,8098,1
9456,8099,1
9472,8100,1
9488,8109,9
9504,8110,1
9520,8111,1
9536,8120,9
9552,8129,9
9568,8142,13
9584,8143,1
9600,8144,1
9616,8145,1
9632,8146,1
9648,8155,9
9664,8156,1
9680,8169,13
9696,8170,1
9712,8179,9
9728,8180,1
9744,8181,1
9760,8182,1
9776,8195,13
9792,8204,9
9808,8205,1
9824,8206,1
9840,8207,1
9856,8208,1
9872,8221,13
9888,8230,9
9904,8231,1
9920,8232,1
9936,8241,9
9952,8256,15
9968,8265,9
9984,8266,1
10000,8285,19
10016,8286,1
10032,8295,9
10048,8296,1
10064,8297,1
10080,8306,9
10096,8307,1
10112,8320,13
10128,8321,1
10144,8330,9
10160,8331,1
10176,8340,9
10192,8349,9
10208,8350,1
10224,8351,1
10240,8360,9
10256,8383,23
10272,8406,23
10288,8407,1
10304,8408,1
10320,8409,1
10336,8410,1
10352,8433,23
10368,8456,23
10384,8457,1
10400,8458,1
10416,8467,9
10432,8468,1
10448,8469,1
10464,8470,1
10480,8483,13
10496,8498,15
10512,8499,1
10528,8508,9
10544,8527,19
10560,8528,1
10576,8529,1
10592,8548,19
10608,8563,15
10624,8578,15
10640,8597,19
10656,8616,19
10672,8617,1
10688,8626,9
10704,8639,13
10720,8640,1
10736,8641,1
10752,8642,1
10768,8651,9
10784,8652,1
10800,8653,1
10816,8662,9
10832,8663,1
10848,8672,9
10864,8685,13
10880,8708,23
10896,8731,23
10912,8744,13
10928,8763,19
10944,8778,15
10960,8797,19
10976,8816,19
10992,8825,9
11008,8844,19
11024,8853,9
11040,8862,9
11056,8885,23
11072,8894,9
11088,8907,13
11104,8926,19
11120,8945,19
11136,8954,9
11152,8955,1
11168,8974,19
11184,8983,9
11200,8998,15
11216,9021,23
11232,9030,9
11248,9031,1
11264,9040,9
11280,9059,19
11296,9068,9
11312,9069,1
11328,9070,1
11344,9083,13
11360,9102,19
11376,9121,19
11392,9140,19
11408,9163,23
11424,9182,19
11440,9195,13
11456,9210,15
11472,9233,23
11488,9246,13
11504,9261,15
11520,9280,19
11536,9299,19
11552,9318,19
11568,9327,9
11584,9340,13
11600,9355,15
11616,9378,23
11632,9393,15
11648,9394,1
11664,9413,19
11680,9426,13
11696,9435,9
11712,9454,19
11728,9467,13
11744,9476,9
11760,9491,15
11776,9510,19
11792,9519,9
11808,9528,9
11824,9537,9
11840,9538,1
11856,9547,9
11872,9548,1
11888,9561,13
11904,9562,1
11920,9571,9
11936,9584,13
11952,9585,1
11968,9594,9
11984,9607,13
12000,9626,19
12016,9627,1
12032,9628,1
12048,9637,9
12064,9652,15
12080,9661,9
12096,9670,9
12112,9683,13
12128,9706,23
12144,9729,23
12160,9748,19
12176,9761,13
12192,9770,9
12208,9783,13
12224,9792,9
12240,9805,13
12256,9818,13
12272,9833,15
12288,9848,15
12304,9849,1
12320,9868,19
12336,9877,9
12352,9886,9
12368,9909,23
12384,9924,15
12400,9933,9
12416,9934,1
12432,9957,23
12448,9958,1
12464,9959,1
12480,9974,15
12496,9989,15
12512,10002,13
12528,10003,1
12544,10004,1
12560,10023,19
12576,10032,9
12592,10033,1
12608,10052,19
12624,10061,9
12640,10070,9
12656,10079,9
12672,10088,9
12688,10097,9
12704,10110,13
12720,10119,9
12736,10128,9
12752,10151,23
12768,10174,23
12784,10175,1
12800,10176,1
12816,10185,9
12832,10194,9
12848,10213,19
12864,10232,19
12880,10241,9
12896,10242,1
12912,10261,19
12928,10262,1
12944,10277,15
12960,10292,15
12976,10305,13
12992,10306,1
13008,10307,1
13024,10326,19
13040,10345,19
13056,10364,19
13072,10383,19
13088,10384,1
13104,10397,13
13120,10406,9
13136,10425,19
13152,10440,15
13168,10463,23
13184,10482,19
13200,10491,9
13216,10510,19
13232,10529,19
13248,10548,19
13264,10571,23
13280,10594,23
13296,10603,9
13312,10622,19
13328,10641,19
13344,10650,9
13360,10669,19
13376,10688,19
13392,10711,23
13408,10734,23
13424,10753,19
13440,10772,19
13456,10791,19
13472,10814,23
13488,10833,19
13504,10852,19
13520,10871,19
13536,10894,23
13552,10913,19
13568,10922,9
13584,10937,15
13600,10946,9
13616,10961,15
13632,10980,19
13648,10999,19
13664,11012,13
13680,11031,19
13696,11054,23
13712,11073,19
13728,11092,19
13744,11111,19
13760,11126,15
13776,11145,19
13792,11164,19
13808,11183,19
13824,11196,13
13840,11211,15
13856,11224,13
13872,11247,23
13888,11262,15
13904,11275,13
13920,11294,19
13936,11317,23
13952,11332,15
13968,11355,23
13984,11370,15
14000,11389,19
14016,11408,19
14032,11417,9
14048,11430,13
14064,11449,19
14080,11458,9
14096,11477,19
14112,11500,23
14128,11515,15
14144,11516,1
