project,method,algorithm,batch_size,builds_reqd,total_delay
graylog2-server.csv,ssr,NOBATCH,32,1.9950125217437700,17
graylog2-server.csv,ssr,BATCHSTOP4,4,21.44638442993160,43
graylog2-server.csv,ssr,BATCHSTOP4,8,8.728179931640630,28
graylog2-server.csv,ssr,BATCHSTOP4,16,13.715710639953600,12
graylog2-server.csv,ssr,BATCHSTOP4,32,0,0
graylog2-server.csv,ssr,BATCHBISECT,1,5.236907958984380,26
graylog2-server.csv,ssr,BATCHBISECT,2,4.9875311851501500,32
graylog2-server.csv,ssr,BATCHBISECT,4,5.486284255981450,43
graylog2-server.csv,ssr,BATCHBISECT,8,6.7331671714782700,28
graylog2-server.csv,ssr,BATCHBISECT,16,12.967580795288100,4
graylog2-server.csv,ssr,BATCHBISECT,32,9.476308822631840,17
graylog2-server.csv,ssr,BATCH4,4,5.486284255981450,43
cloud_controller_ng.csv,ssr,NOBATCH,1,7.509881496429440,140
cloud_controller_ng.csv,ssr,NOBATCH,2,7.509881496429440,125
cloud_controller_ng.csv,ssr,NOBATCH,4,6.324110507965090,113
cloud_controller_ng.csv,ssr,NOBATCH,8,6.324110507965090,105
cloud_controller_ng.csv,ssr,NOBATCH,16,4.7430830001831100,72
cloud_controller_ng.csv,ssr,NOBATCH,32,3.9525692462921100,60
cloud_controller_ng.csv,ssr,BATCHSTOP4,4,17.39130401611330,113
cloud_controller_ng.csv,ssr,BATCHSTOP4,8,26.086956024169900,105
cloud_controller_ng.csv,ssr,BATCHSTOP4,16,36.75889205932620,74
cloud_controller_ng.csv,ssr,BATCHSTOP4,32,0,0
cloud_controller_ng.csv,ssr,BATCHBISECT,1,7.509881496429440,140
cloud_controller_ng.csv,ssr,BATCHBISECT,2,9.090909004211430,125
cloud_controller_ng.csv,ssr,BATCHBISECT,4,11.067193984985400,113
cloud_controller_ng.csv,ssr,BATCHBISECT,8,22.134387969970700,105
cloud_controller_ng.csv,ssr,BATCHBISECT,16,30.830039978027300,72
cloud_controller_ng.csv,ssr,BATCHBISECT,32,46.640316009521500,60
cloud_controller_ng.csv,ssr,BATCH4,4,11.067193984985400,113
loomio.csv,ssr,NOBATCH,1,6.829268455505370,109
loomio.csv,ssr,NOBATCH,2,6.829268455505370,126
loomio.csv,ssr,NOBATCH,4,5.853658676147460,96
loomio.csv,ssr,NOBATCH,8,5.853658676147460,76
loomio.csv,ssr,NOBATCH,16,4.390244007110600,65
loomio.csv,ssr,NOBATCH,32,2.4390244483947800,75
loomio.csv,ssr,BATCHSTOP4,4,19.512195587158200,96
loomio.csv,ssr,BATCHSTOP4,8,25.365854263305700,76
loomio.csv,ssr,BATCHSTOP4,16,37.56097412109380,40
loomio.csv,ssr,BATCHSTOP4,32,0,0
loomio.csv,ssr,BATCHBISECT,1,6.829268455505370,109
loomio.csv,ssr,BATCHBISECT,2,8.780488014221190,126
loomio.csv,ssr,BATCHBISECT,4,14.634146690368700,96
loomio.csv,ssr,BATCHBISECT,8,20.487804412841800,76
loomio.csv,ssr,BATCHBISECT,16,32.682926177978500,65
loomio.csv,ssr,BATCHBISECT,32,43.414634704589800,75
loomio.csv,ssr,BATCH4,4,13.658536911010700,96
rubinius.csv,ssr,NOBATCH,1,12.727272987365700,125
rubinius.csv,ssr,NOBATCH,2,12.727272987365700,125
rubinius.csv,ssr,NOBATCH,4,12.727272987365700,120
rubinius.csv,ssr,NOBATCH,8,12.272727012634300,117
rubinius.csv,ssr,NOBATCH,16,12.272727012634300,99
rubinius.csv,ssr,NOBATCH,32,10.0,80
rubinius.csv,ssr,BATCHSTOP4,4,16.363636016845700,120
rubinius.csv,ssr,BATCHSTOP4,8,40.0,84
rubinius.csv,ssr,BATCHSTOP4,16,0,0
rubinius.csv,ssr,BATCHSTOP4,32,0,0
rubinius.csv,ssr,BATCHBISECT,1,12.727272987365700,125
rubinius.csv,ssr,BATCHBISECT,2,12.727272987365700,125
rubinius.csv,ssr,BATCHBISECT,4,14.545454978942900,120
rubinius.csv,ssr,BATCHBISECT,8,17.727272033691400,117
rubinius.csv,ssr,BATCHBISECT,16,27.727272033691400,99
rubinius.csv,ssr,BATCHBISECT,32,25.454545974731400,80
rubinius.csv,ssr,BATCH4,4,14.545454978942900,120
metasploit-framework.csv,ssr,NOBATCH,1,5.3177690505981400,111
metasploit-framework.csv,ssr,NOBATCH,2,5.188067436218260,137
metasploit-framework.csv,ssr,NOBATCH,4,4.669260501861570,109
metasploit-framework.csv,ssr,NOBATCH,8,4.150454044342040,99
metasploit-framework.csv,ssr,NOBATCH,16,2.9831387996673600,70
metasploit-framework.csv,ssr,NOBATCH,32,2.464332103729250,48
metasploit-framework.csv,ssr,BATCHSTOP4,4,20.752269744873000,109
metasploit-framework.csv,ssr,BATCHSTOP4,8,25.42152976989750,36
metasploit-framework.csv,ssr,BATCHSTOP4,16,0,0
metasploit-framework.csv,ssr,BATCHSTOP4,32,0,0
metasploit-framework.csv,ssr,BATCHBISECT,1,5.3177690505981400,111
metasploit-framework.csv,ssr,BATCHBISECT,2,5.188067436218260,137
metasploit-framework.csv,ssr,BATCHBISECT,4,6.225680828094480,109
metasploit-framework.csv,ssr,BATCHBISECT,8,8.300908088684080,99
metasploit-framework.csv,ssr,BATCHBISECT,16,12.062256813049300,70
metasploit-framework.csv,ssr,BATCHBISECT,32,20.103761672973600,48
metasploit-framework.csv,ssr,BATCH4,4,6.225680828094480,109
rails.csv,ssr,NOBATCH,1,5.9580230712890600,703
rails.csv,ssr,NOBATCH,2,5.82261323928833,670
rails.csv,ssr,NOBATCH,4,5.484089374542240,678
rails.csv,ssr,NOBATCH,8,4.3331074714660600,548
rails.csv,ssr,NOBATCH,16,3.5883548259735100,446
rails.csv,ssr,NOBATCH,32,2.437373161315920,290
rails.csv,ssr,BATCHSTOP4,4,20.379146575927700,678
rails.csv,ssr,BATCHSTOP4,8,22.613405227661100,548
rails.csv,ssr,BATCHSTOP4,16,48.54434585571290,283
rails.csv,ssr,BATCHSTOP4,32,0,0
rails.csv,ssr,BATCHBISECT,1,5.9580230712890600,703
rails.csv,ssr,BATCHBISECT,2,7.582938194274900,670
rails.csv,ssr,BATCHBISECT,4,10.629654884338400,678
rails.csv,ssr,BATCHBISECT,8,17.738658905029300,548
rails.csv,ssr,BATCHBISECT,16,27.420446395874000,446
rails.csv,ssr,BATCHBISECT,32,41.299930572509800,290
rails.csv,ssr,BATCH4,4,10.629654884338400,678
sonarqube.csv,ssr,NOBATCH,1,5.0,87
sonarqube.csv,ssr,NOBATCH,2,5.0,119
sonarqube.csv,ssr,NOBATCH,4,4.666666507720950,91
sonarqube.csv,ssr,NOBATCH,8,4.0,81
sonarqube.csv,ssr,NOBATCH,16,3.0,52
sonarqube.csv,ssr,NOBATCH,32,2.0,27
sonarqube.csv,ssr,BATCHSTOP4,4,22.0,91
sonarqube.csv,ssr,BATCHSTOP4,8,41.33333206176760,49
sonarqube.csv,ssr,BATCHSTOP4,16,0,0
sonarqube.csv,ssr,BATCHSTOP4,32,0,0
sonarqube.csv,ssr,BATCHBISECT,1,5.0,87
sonarqube.csv,ssr,BATCHBISECT,2,5.666666507720950,119
sonarqube.csv,ssr,BATCHBISECT,4,7.333333492279050,91
sonarqube.csv,ssr,BATCHBISECT,8,18.0,81
sonarqube.csv,ssr,BATCHBISECT,16,25.66666603088380,52
sonarqube.csv,ssr,BATCHBISECT,32,28.66666603088380,27
sonarqube.csv,ssr,BATCH4,4,7.333333492279050,91
gradle.csv,ssr,NOBATCH,1,5.02692985534668,105
gradle.csv,ssr,NOBATCH,2,4.8473968505859400,110
gradle.csv,ssr,NOBATCH,4,4.488330364227300,98
gradle.csv,ssr,NOBATCH,8,3.7701973915100100,74
gradle.csv,ssr,NOBATCH,16,2.8725314140319800,51
gradle.csv,ssr,NOBATCH,32,1.9748653173446700,16
gradle.csv,ssr,BATCHSTOP4,4,21.72351837158200,98
gradle.csv,ssr,BATCHSTOP4,8,14.542190551757800,74
gradle.csv,ssr,BATCHSTOP4,16,24.057451248168900,51
gradle.csv,ssr,BATCHSTOP4,32,32.49551010131840,22
gradle.csv,ssr,BATCHBISECT,1,5.02692985534668,105
gradle.csv,ssr,BATCHBISECT,2,4.8473968505859400,110
gradle.csv,ssr,BATCHBISECT,4,6.642728805541990,98
gradle.csv,ssr,BATCHBISECT,8,10.233392715454100,74
gradle.csv,ssr,BATCHBISECT,16,17.23518943786620,51
gradle.csv,ssr,BATCHBISECT,32,25.31418228149410,16
gradle.csv,ssr,BATCH4,4,6.642728805541990,98
fog.csv,ssr,NOBATCH,1,6.552706718444820,230
fog.csv,ssr,NOBATCH,2,6.552706718444820,223
fog.csv,ssr,NOBATCH,4,5.982905864715580,200
fog.csv,ssr,NOBATCH,8,5.698005676269530,192
fog.csv,ssr,NOBATCH,16,3.9886040687561000,145
fog.csv,ssr,NOBATCH,32,2.5641026496887200,73
fog.csv,ssr,BATCHSTOP4,4,19.658119201660200,200
fog.csv,ssr,BATCHSTOP4,8,44.44444274902340,126
fog.csv,ssr,BATCHSTOP4,16,0,0
fog.csv,ssr,BATCHSTOP4,32,0,0
fog.csv,ssr,BATCHBISECT,1,6.552706718444820,230
fog.csv,ssr,BATCHBISECT,2,8.262107849121090,223
fog.csv,ssr,BATCHBISECT,4,13.390313148498500,200
fog.csv,ssr,BATCHBISECT,8,19.373218536377000,192
fog.csv,ssr,BATCHBISECT,16,21.08262062072750,145
fog.csv,ssr,BATCHBISECT,32,42.45014190673830,73
fog.csv,ssr,BATCH4,4,11.680912017822300,200
open-build-service.csv,ssr,NOBATCH,1,6.223176002502440,199
open-build-service.csv,ssr,NOBATCH,2,6.0085835456848100,182
open-build-service.csv,ssr,NOBATCH,4,5.364806652069090,167
open-build-service.csv,ssr,NOBATCH,8,4.721030235290530,145
open-build-service.csv,ssr,NOBATCH,16,3.8626608848571800,115
open-build-service.csv,ssr,NOBATCH,32,2.5751073360443100,77
open-build-service.csv,ssr,BATCHSTOP4,4,19.098712921142600,167
open-build-service.csv,ssr,BATCHSTOP4,8,21.888412475585900,145
open-build-service.csv,ssr,BATCHSTOP4,16,40.34334945678710,115
open-build-service.csv,ssr,BATCHSTOP4,32,83.90557861328130,11
open-build-service.csv,ssr,BATCHBISECT,1,6.223176002502440,199
open-build-service.csv,ssr,BATCHBISECT,2,7.7253217697143600,182
open-build-service.csv,ssr,BATCHBISECT,4,13.519312858581500,167
open-build-service.csv,ssr,BATCHBISECT,8,18.88412094116210,145
open-build-service.csv,ssr,BATCHBISECT,16,31.330472946167000,115
open-build-service.csv,ssr,BATCHBISECT,32,42.918453216552700,77
open-build-service.csv,ssr,BATCH4,4,13.090128898620600,167
puppet.csv,ssr,NOBATCH,1,5.7971014976501500,16
puppet.csv,ssr,NOBATCH,2,5.7971014976501500,9
puppet.csv,ssr,NOBATCH,4,4.34782600402832,4
puppet.csv,ssr,NOBATCH,8,4.34782600402832,12
puppet.csv,ssr,NOBATCH,16,2.8985507488250700,0
puppet.csv,ssr,NOBATCH,32,2.8985507488250700,0
puppet.csv,ssr,BATCHSTOP4,4,15.942028999328600,4
puppet.csv,ssr,BATCHSTOP4,8,20.28985595703130,0
puppet.csv,ssr,BATCHSTOP4,16,0,0
puppet.csv,ssr,BATCHSTOP4,32,0,0
puppet.csv,ssr,BATCHBISECT,1,5.7971014976501500,16
puppet.csv,ssr,BATCHBISECT,2,5.7971014976501500,9
puppet.csv,ssr,BATCHBISECT,4,4.34782600402832,4
puppet.csv,ssr,BATCHBISECT,8,4.34782600402832,12
puppet.csv,ssr,BATCHBISECT,16,17.39130401611330,0
puppet.csv,ssr,BATCHBISECT,32,20.28985595703130,0
puppet.csv,ssr,BATCH4,4,4.34782600402832,4
jruby.csv,ssr,NOBATCH,1,8.23244571685791,325
jruby.csv,ssr,NOBATCH,2,7.990314960479740,314
jruby.csv,ssr,NOBATCH,4,7.506053447723390,314
jruby.csv,ssr,NOBATCH,8,6.2953996658325200,281
jruby.csv,ssr,NOBATCH,16,5.811138153076170,265
jruby.csv,ssr,NOBATCH,32,5.08474588394165,184
jruby.csv,ssr,BATCHSTOP4,4,19.12833023071290,314
jruby.csv,ssr,BATCHSTOP4,8,23.244552612304700,281
jruby.csv,ssr,BATCHSTOP4,16,38.74092102050780,265
jruby.csv,ssr,BATCHSTOP4,32,60.53268814086910,158
jruby.csv,ssr,BATCHBISECT,1,8.23244571685791,325
jruby.csv,ssr,BATCHBISECT,2,11.380145072937000,314
jruby.csv,ssr,BATCHBISECT,4,15.73849868774410,314
jruby.csv,ssr,BATCHBISECT,8,20.823244094848600,281
jruby.csv,ssr,BATCHBISECT,16,33.41404342651370,265
jruby.csv,ssr,BATCHBISECT,32,49.15254211425780,184
jruby.csv,ssr,BATCH4,4,15.254237174987800,314
sufia.csv,ssr,NOBATCH,1,5.263157844543460,0
sufia.csv,ssr,NOBATCH,2,5.263157844543460,0
sufia.csv,ssr,NOBATCH,4,5.263157844543460,0
sufia.csv,ssr,NOBATCH,8,5.263157844543460,0
sufia.csv,ssr,NOBATCH,16,5.263157844543460,0
sufia.csv,ssr,NOBATCH,32,5.263157844543460,0
sufia.csv,ssr,BATCHSTOP4,4,5.263157844543460,0
sufia.csv,ssr,BATCHSTOP4,8,5.263157844543460,0
sufia.csv,ssr,BATCHSTOP4,16,5.263157844543460,0
sufia.csv,ssr,BATCHSTOP4,32,5.263157844543460,0
sufia.csv,ssr,BATCHBISECT,1,5.263157844543460,0
sufia.csv,ssr,BATCHBISECT,2,5.263157844543460,0
sufia.csv,ssr,BATCHBISECT,4,5.263157844543460,0
sufia.csv,ssr,BATCHBISECT,8,5.263157844543460,0
sufia.csv,ssr,BATCHBISECT,16,5.263157844543460,0
sufia.csv,ssr,BATCHBISECT,32,5.263157844543460,0
sufia.csv,ssr,BATCH4,4,5.263157844543460,0
opal.csv,ssr,NOBATCH,1,5.357142925262450,39
opal.csv,ssr,NOBATCH,2,5.357142925262450,38
opal.csv,ssr,NOBATCH,4,4.464285850524900,38
opal.csv,ssr,NOBATCH,8,4.017857074737550,36
opal.csv,ssr,NOBATCH,16,3.125,23
opal.csv,ssr,NOBATCH,32,2.232142925262450,16
opal.csv,ssr,BATCHSTOP4,4,83.03571319580080,8
opal.csv,ssr,BATCHSTOP4,8,0,0
opal.csv,ssr,BATCHSTOP4,16,0,0
opal.csv,ssr,BATCHSTOP4,32,0,0
opal.csv,ssr,BATCHBISECT,1,5.357142925262450,39
opal.csv,ssr,BATCHBISECT,2,5.357142925262450,38
opal.csv,ssr,BATCHBISECT,4,4.464285850524900,38
opal.csv,ssr,BATCHBISECT,8,6.6964287757873500,36
opal.csv,ssr,BATCHBISECT,16,14.732142448425300,23
opal.csv,ssr,BATCHBISECT,32,16.51785659790040,16
opal.csv,ssr,BATCH4,4,4.464285850524900,38
geoserver.csv,ssr,NOBATCH,1,35.71428680419920,89
geoserver.csv,ssr,NOBATCH,2,35.71428680419920,89
geoserver.csv,ssr,NOBATCH,4,35.71428680419920,89
geoserver.csv,ssr,NOBATCH,8,35.71428680419920,89
geoserver.csv,ssr,NOBATCH,16,35.71428680419920,89
geoserver.csv,ssr,NOBATCH,32,35.71428680419920,89
geoserver.csv,ssr,BATCHSTOP4,4,35.71428680419920,89
geoserver.csv,ssr,BATCHSTOP4,8,35.71428680419920,89
geoserver.csv,ssr,BATCHSTOP4,16,48.80952453613280,83
geoserver.csv,ssr,BATCHSTOP4,32,0,0
geoserver.csv,ssr,BATCHBISECT,1,35.71428680419920,89
geoserver.csv,ssr,BATCHBISECT,2,35.71428680419920,89
geoserver.csv,ssr,BATCHBISECT,4,35.71428680419920,89
geoserver.csv,ssr,BATCHBISECT,8,35.71428680419920,89
geoserver.csv,ssr,BATCHBISECT,16,35.71428680419920,89
geoserver.csv,ssr,BATCHBISECT,32,35.71428680419920,89
geoserver.csv,ssr,BATCH4,4,35.71428680419920,89
cloud_controller_ng.csv,gr,BATCHBISECT,1,100.0,0
cloudify.csv,gr,BATCHBISECT,1,100.0,0
concerto.csv,gr,BATCHBISECT,1,100.0,0
fog.csv,gr,BATCHBISECT,1,100.0,0
geoserver.csv,gr,BATCHBISECT,1,100.0,0
gradle.csv,gr,BATCHBISECT,1,100.0,0
graylog2-server.csv,gr,BATCHBISECT,1,100.0,0
jruby.csv,gr,BATCHBISECT,1,100.0,0
loomio.csv,gr,BATCHBISECT,1,100.0,0
opal.csv,gr,BATCHBISECT,1,100.0,0
open-build-service.csv,gr,BATCHBISECT,1,100.0,0
orbeon-forms.csv,gr,BATCHBISECT,1,100.0,0
puppet.csv,gr,BATCHBISECT,1,100.0,0
rails.csv,gr,BATCHBISECT,1,100.0,0
rubinius.csv,gr,BATCHBISECT,1,100.0,0
sonarqube.csv,gr,BATCHBISECT,1,100.0,0
sufia.csv,gr,BATCHBISECT,1,100.0,0
vagrant.csv,gr,BATCHBISECT,1,100.0,0
metasploit-framework.csv,gr,BATCHBISECT,1,100.0,0
cloud_controller_ng.csv,gr,BATCHBISECT,2,76.2845849802372,127
cloudify.csv,gr,BATCHBISECT,2,57.3770491803279,244
concerto.csv,gr,BATCHBISECT,2,60.3448275862069,145
fog.csv,gr,BATCHBISECT,2,78.0626780626781,176
geoserver.csv,gr,BATCHBISECT,2,97.6190476190476,84
gradle.csv,gr,BATCHBISECT,2,57.2710951526032,279
graylog2-server.csv,gr,BATCHBISECT,2,53.6159600997506,201
jruby.csv,gr,BATCHBISECT,2,84.9878934624697,207
loomio.csv,gr,BATCHBISECT,2,74.6341463414634,103
opal.csv,gr,BATCHBISECT,2,58.0357142857143,112
open-build-service.csv,gr,BATCHBISECT,2,70.6008583690987,233
orbeon-forms.csv,gr,BATCHBISECT,2,67.381974248927,117
puppet.csv,gr,BATCHBISECT,2,56.5217391304348,35
rails.csv,gr,BATCHBISECT,2,70.4807041299932,739
rubinius.csv,gr,BATCHBISECT,2,81.8181818181818,110
sonarqube.csv,gr,BATCHBISECT,2,64.6666666666667,150
sufia.csv,gr,BATCHBISECT,2,63.1578947368421,10
vagrant.csv,gr,BATCHBISECT,2,56.3380281690141,142
metasploit-framework.csv,gr,BATCHBISECT,2,56.2905317769131,386
cloud_controller_ng.csv,gr,BATCHBISECT,4,76.6798418972332,381
cloudify.csv,gr,BATCHBISECT,4,39.344262295082,732
concerto.csv,gr,BATCHBISECT,4,45.8620689655172,437
fog.csv,gr,BATCHBISECT,4,76.3532763532764,528
geoserver.csv,gr,BATCHBISECT,4,107.142857142857,252
gradle.csv,gr,BATCHBISECT,4,39.4973070017953,837
graylog2-server.csv,gr,BATCHBISECT,4,32.1695760598504,603
jruby.csv,gr,BATCHBISECT,4,88.6198547215496,621
loomio.csv,gr,BATCHBISECT,4,68.2926829268293,309
opal.csv,gr,BATCHBISECT,4,40.1785714285714,336
open-build-service.csv,gr,BATCHBISECT,4,64.1630901287554,701
orbeon-forms.csv,gr,BATCHBISECT,4,59.656652360515,351
puppet.csv,gr,BATCHBISECT,4,34.7826086956522,105
rails.csv,gr,BATCHBISECT,4,63.3716993906567,2217
rubinius.csv,gr,BATCHBISECT,4,82.2727272727273,330
sonarqube.csv,gr,BATCHBISECT,4,54.3333333333333,450
sufia.csv,gr,BATCHBISECT,4,47.3684210526316,30
vagrant.csv,gr,BATCHBISECT,4,37.6760563380282,426
metasploit-framework.csv,gr,BATCHBISECT,4,37.2243839169909,1158
cloud_controller_ng.csv,gr,BATCH4,4,75.8893280632411,381
cloudify.csv,gr,BATCH4,4,38.9344262295082,732
concerto.csv,gr,BATCH4,4,45.8620689655172,437
fog.csv,gr,BATCH4,4,71.5099715099715,528
geoserver.csv,gr,BATCH4,4,94.0476190476191,252
gradle.csv,gr,BATCH4,4,39.4973070017953,837
graylog2-server.csv,gr,BATCH4,4,32.1695760598504,603
jruby.csv,gr,BATCH4,4,82.3244552058111,621
loomio.csv,gr,BATCH4,4,62.4390243902439,309
opal.csv,gr,BATCH4,4,39.2857142857143,336
open-build-service.csv,gr,BATCH4,4,62.0171673819743,701
orbeon-forms.csv,gr,BATCH4,4,59.656652360515,351
puppet.csv,gr,BATCH4,4,31.8840579710145,105
rails.csv,gr,BATCH4,4,60.7989167230873,2217
rubinius.csv,gr,BATCH4,4,75.9090909090909,330
sonarqube.csv,gr,BATCH4,4,54.3333333333333,450
sufia.csv,gr,BATCH4,4,47.3684210526316,30
vagrant.csv,gr,BATCH4,4,37.6760563380282,426
metasploit-framework.csv,gr,BATCH4,4,36.9649805447471,1158
cloud_controller_ng.csv,gr,BATCHSTOP4,4,75.8893280632411,381
cloudify.csv,gr,BATCHSTOP4,4,38.9344262295082,732
concerto.csv,gr,BATCHSTOP4,4,45.8620689655172,437
fog.csv,gr,BATCHSTOP4,4,71.5099715099715,528
geoserver.csv,gr,BATCHSTOP4,4,94.0476190476191,252
gradle.csv,gr,BATCHSTOP4,4,39.4973070017953,837
graylog2-server.csv,gr,BATCHSTOP4,4,32.1695760598504,603
jruby.csv,gr,BATCHSTOP4,4,82.3244552058111,621
loomio.csv,gr,BATCHSTOP4,4,62.4390243902439,309
opal.csv,gr,BATCHSTOP4,4,39.2857142857143,336
open-build-service.csv,gr,BATCHSTOP4,4,62.0171673819743,701
orbeon-forms.csv,gr,BATCHSTOP4,4,59.656652360515,351
puppet.csv,gr,BATCHSTOP4,4,31.8840579710145,105
rails.csv,gr,BATCHSTOP4,4,60.7989167230873,2217
rubinius.csv,gr,BATCHSTOP4,4,75.9090909090909,330
sonarqube.csv,gr,BATCHSTOP4,4,54.3333333333333,450
sufia.csv,gr,BATCHSTOP4,4,47.3684210526316,30
vagrant.csv,gr,BATCHSTOP4,4,37.6760563380282,426
metasploit-framework.csv,gr,BATCHSTOP4,4,36.9649805447471,1158
cloud_controller_ng.csv,gr,BATCHBISECT,8,82.2134387351779,893
cloudify.csv,gr,BATCHBISECT,8,32.5819672131148,1708
concerto.csv,gr,BATCHBISECT,8,42.4137931034483,1021
fog.csv,gr,BATCHBISECT,8,79.7720797720798,1232
geoserver.csv,gr,BATCHBISECT,8,118.452380952381,588
gradle.csv,gr,BATCHBISECT,8,33.7522441651706,1957
graylog2-server.csv,gr,BATCHBISECT,8,23.1920199501247,1407
jruby.csv,gr,BATCHBISECT,8,95.8837772397095,1453
loomio.csv,gr,BATCHBISECT,8,71.219512195122,725
opal.csv,gr,BATCHBISECT,8,34.8214285714286,784
open-build-service.csv,gr,BATCHBISECT,8,66.7381974248927,1637
orbeon-forms.csv,gr,BATCHBISECT,8,60.9442060085837,819
puppet.csv,gr,BATCHBISECT,8,24.6376811594203,249
rails.csv,gr,BATCHBISECT,8,65.1997291807718,5177
rubinius.csv,gr,BATCHBISECT,8,89.0909090909091,778
sonarqube.csv,gr,BATCHBISECT,8,54.0,1058
sufia.csv,gr,BATCHBISECT,8,47.3684210526316,74
vagrant.csv,gr,BATCHBISECT,8,31.6901408450704,1002
metasploit-framework.csv,gr,BATCHBISECT,8,30.2204928664073,2706
cloud_controller_ng.csv,gr,BATCHSTOP4,8,81.4229249011858,893
cloudify.csv,gr,BATCHSTOP4,8,32.172131147541,1708
concerto.csv,gr,BATCHSTOP4,8,42.4137931034483,1021
fog.csv,gr,BATCHSTOP4,8,74.9287749287749,1232
geoserver.csv,gr,BATCHSTOP4,8,105.357142857143,588
gradle.csv,gr,BATCHSTOP4,8,33.7522441651706,1957
graylog2-server.csv,gr,BATCHSTOP4,8,23.1920199501247,1407
jruby.csv,gr,BATCHSTOP4,8,89.588377723971,1453
loomio.csv,gr,BATCHSTOP4,8,65.3658536585366,725
opal.csv,gr,BATCHSTOP4,8,33.9285714285714,784
open-build-service.csv,gr,BATCHSTOP4,8,64.5922746781116,1637
orbeon-forms.csv,gr,BATCHSTOP4,8,60.9442060085837,819
puppet.csv,gr,BATCHSTOP4,8,21.7391304347826,249
rails.csv,gr,BATCHSTOP4,8,62.5592417061611,5177
rubinius.csv,gr,BATCHSTOP4,8,82.7272727272727,778
sonarqube.csv,gr,BATCHSTOP4,8,54.0,1058
sufia.csv,gr,BATCHSTOP4,8,47.3684210526316,74
vagrant.csv,gr,BATCHSTOP4,8,31.6901408450704,1002
metasploit-framework.csv,gr,BATCHSTOP4,8,29.9610894941634,2706
cloud_controller_ng.csv,gr,BATCHBISECT,16,88.5375494071146,1917
cloudify.csv,gr,BATCHBISECT,16,31.3524590163934,3692
concerto.csv,gr,BATCHBISECT,16,43.7931034482759,2189
fog.csv,gr,BATCHBISECT,16,83.7606837606838,2640
geoserver.csv,gr,BATCHBISECT,16,124.404761904762,1292
gradle.csv,gr,BATCHBISECT,16,33.572710951526,4197
graylog2-server.csv,gr,BATCHBISECT,16,20.4488778054863,3015
jruby.csv,gr,BATCHBISECT,16,101.694915254237,3117
loomio.csv,gr,BATCHBISECT,16,74.6341463414634,1557
