,builds,group
0,9.064327239990234,tr_B4_builds
1,53.85219955444336,tr_B4_builds
2,56.2169303894043,tr_B4_builds
3,35.911109924316406,tr_B4_builds
4,85.49618530273438,tr_B4_builds
5,9.098862648010254,tr_B4_builds
6,42.6767692565918,tr_B4_builds
7,15.52706527709961,tr_B4_builds
8,8.878504753112793,tr_B4_builds
9,69.84785461425781,tr_B4_builds
10,11.505122184753418,tr_B4_builds
11,18.21895408630371,tr_B4_builds
12,16.66666603088379,tr_B4_builds
13,28.47953224182129,tr_B4_builds
14,38.81172943115234,tr_B4_builds
15,110.66398620605467,tr_B4_builds
16,95.04273223876952,tr_B4_builds
17,43.0493278503418,tr_B4_builds
18,13.946044921875,tr_B4_builds
19,34.02537536621094,tr_B4_builds
20,7.33430814743042,tr_BB_builds
21,43.80241012573242,tr_BB_builds
22,49.007938385009766,tr_BB_builds
23,28.35555648803711,tr_BB_builds
24,94.2323989868164,tr_BB_builds
25,7.436570644378662,tr_BB_builds
26,34.5959587097168,tr_BB_builds
27,11.82336139678955,tr_BB_builds
28,7.372793197631836,tr_BB_builds
29,61.77962112426758,tr_BB_builds
30,8.510638236999512,tr_BB_builds
31,14.379084587097168,tr_BB_builds
32,12.3993558883667,tr_BB_builds
33,22.163742065429688,tr_BB_builds
34,30.24691390991211,tr_BB_builds
35,118.7793426513672,tr_BB_builds
36,101.88034057617188,tr_BB_builds
37,34.47932052612305,tr_BB_builds
38,11.156835556030272,tr_BB_builds
39,33.064205169677734,tr_BB_builds
40,10.380117416381836,tr_BS4_builds
41,65.85430145263672,tr_BS4_builds
42,65.54232788085938,tr_BS4_builds
43,43.022220611572266,tr_BS4_builds
44,98.38846588134766,tr_BS4_builds
45,9.448819160461426,tr_BS4_builds
46,51.641414642333984,tr_BS4_builds
47,19.088319778442383,tr_BS4_builds
48,9.761162757873535,tr_BS4_builds
49,81.83494567871094,tr_BS4_builds
50,13.159968376159668,tr_BS4_builds
51,22.95751571655273,tr_BS4_builds
52,20.692432403564453,tr_BS4_builds
53,35.32163619995117,tr_BS4_builds
54,48.456790924072266,tr_BS4_builds
55,123.4294662475586,tr_BS4_builds
56,109.82906341552734,tr_BS4_builds
57,54.06078720092773,tr_BS4_builds
58,17.786922454833984,tr_BS4_builds
59,39.2156867980957,tr_BS4_builds
60,34.039961013645225,mlci_B4_builds
61,44.4706498951782,mlci_B4_builds
62,69.77513227513228,mlci_B4_builds
63,36.266666666666666,mlci_B4_builds
64,87.02290076335878,mlci_B4_builds
65,30.70866141732283,mlci_B4_builds
66,54.10353535353536,mlci_B4_builds
67,35.3988603988604,mlci_B4_builds
68,37.59086188992731,mlci_B4_builds
69,73.99723374827109,mlci_B4_builds
70,31.20567375886525,mlci_B4_builds
71,47.22222222222222,mlci_B4_builds
72,39.45249597423511,mlci_B4_builds
73,48.36257309941521,mlci_B4_builds
74,62.26851851851852,mlci_B4_builds
75,73.06058573664207,mlci_B4_builds
76,63.333333333333336,mlci_B4_builds
77,51.96811160936721,mlci_B4_builds
78,26.428898033836305,mlci_B4_builds
79,21.10726643598616,mlci_B4_builds
80,28.53313840155945,mlci_BB_builds
81,36.29454926624738,mlci_BB_builds
82,64.08730158730158,mlci_BB_builds
83,38.13333333333333,mlci_BB_builds
84,71.2468193384224,mlci_BB_builds
85,23.009623797025373,mlci_BB_builds
86,57.26010101010101,mlci_BB_builds
87,36.68091168091168,mlci_BB_builds
88,38.62928348909657,mlci_BB_builds
89,63.11664361456893,mlci_BB_builds
90,23.48305752561072,mlci_BB_builds
91,49.83660130718954,mlci_BB_builds
92,40.41867954911433,mlci_BB_builds
93,51.16959064327485,mlci_BB_builds
94,55.55555555555556,mlci_BB_builds
95,62.620165437066845,mlci_BB_builds
96,67.26495726495726,mlci_BB_builds
97,45.889387144992526,mlci_BB_builds
98,28.440786465477824,mlci_BB_builds
99,23.9523260284506,mlci_BB_builds
100,27.997076023391813,mlci_BS4_builds
101,64.08542976939204,mlci_BS4_builds
102,86.3095238095238,mlci_BS4_builds
103,42.31111111111111,mlci_BS4_builds
104,103.39270568278202,mlci_BS4_builds
105,21.95975503062117,mlci_BS4_builds
106,73.86363636363636,mlci_BS4_builds
107,36.53846153846154,mlci_BS4_builds
108,37.85046728971962,mlci_BS4_builds
109,88.15122176118027,mlci_BS4_builds
110,23.01024428684003,mlci_BS4_builds
111,47.87581699346405,mlci_BS4_builds
112,38.486312399355874,mlci_BS4_builds
113,52.39766081871345,mlci_BS4_builds
114,74.6141975308642,mlci_BS4_builds
115,103.59937402190924,mlci_BS4_builds
116,73.93162393162393,mlci_BS4_builds
117,60.488290981564525,mlci_BS4_builds
118,25.51440329218107,mlci_BS4_builds
119,28.489042675893888,mlci_BS4_builds
120,74.69135802469135,baseline_B4_builds
121,45.25182622068435,baseline_B4_builds
122,45.97423510466989,baseline_B4_builds
123,83.73015873015873,baseline_B4_builds
124,99.4910941475827,baseline_B4_builds
125,44.54828660436137,baseline_B4_builds
126,34.99562554680665,baseline_B4_builds
127,53.333333333333336,baseline_B4_builds
128,108.40599150458306,baseline_B4_builds
129,73.4848484848485,baseline_B4_builds
130,37.4756335282651,baseline_B4_builds
131,43.51851851851852,baseline_B4_builds
132,69.3572496263079,baseline_B4_builds
133,80.08547008547009,baseline_B4_builds
134,35.30338849487786,baseline_B4_builds
135,72.79874213836477,baseline_B4_builds
136,84.87782388197326,baseline_B4_builds
137,56.60818713450293,baseline_B4_builds
138,51.79738562091503,baseline_B4_builds
139,39.551897576588935,baseline_B4_builds
140,80.40123456790123,baseline_BB_builds
141,42.86812764321415,baseline_BB_builds
142,44.12238325281803,baseline_BB_builds
143,93.91534391534393,baseline_BB_builds
144,108.2273112807464,baseline_BB_builds
145,40.965732087227416,baseline_BB_builds
146,23.79702537182852,baseline_BB_builds
147,55.644444444444446,baseline_BB_builds
148,121.37268052761011,baseline_BB_builds
149,82.82828282828282,baseline_BB_builds
150,28.971734892787524,baseline_BB_builds
151,40.883190883190885,baseline_BB_builds
152,76.3328350772297,baseline_BB_builds
153,96.83760683760684,baseline_BB_builds
154,25.13790386130812,baseline_BB_builds
155,82.9664570230608,baseline_BB_builds
156,92.07007837713232,baseline_BB_builds
157,60.23391812865496,baseline_BB_builds
158,53.51307189542484,baseline_BB_builds
159,33.83630544124371,baseline_BB_builds
160,80.0925925925926,baseline_BS4_builds
161,38.63898500576701,baseline_BS4_builds
162,42.190016103059584,baseline_BS4_builds
163,89.74867724867725,baseline_BS4_builds
164,108.48176420695503,baseline_BS4_builds
165,39.51194184839045,baseline_BS4_builds
166,22.747156605424323,baseline_BS4_builds
167,51.37777777777778,baseline_BS4_builds
168,119.27118265146434,baseline_BS4_builds
169,78.03030303030302,baseline_BS4_builds
170,28.435672514619885,baseline_BS4_builds
171,39.458689458689456,baseline_BS4_builds
172,72.34678624813154,baseline_BS4_builds
173,82.82051282051282,baseline_BS4_builds
174,24.50748620961387,baseline_BS4_builds
175,76.75576519916143,baseline_BS4_builds
176,90.96357768556938,baseline_BS4_builds
177,56.72514619883041,baseline_BS4_builds
178,49.75490196078432,baseline_BS4_builds
179,30.818472793781435,baseline_BS4_builds
180,11.265432098765432,baseline_SBS_builds
181,16.955017301038062,baseline_SBS_builds
182,3.864734299516908,baseline_SBS_builds
183,26.58730158730159,baseline_SBS_builds
184,62.00169635284139,baseline_SBS_builds
185,0.8826583592938733,baseline_SBS_builds
186,1.2248468941382329,baseline_SBS_builds
187,14.577777777777778,baseline_SBS_builds
188,79.32036664431031,baseline_SBS_builds
189,17.2979797979798,baseline_SBS_builds
190,1.023391812865497,baseline_SBS_builds
191,3.490028490028491,baseline_SBS_builds
192,16.542102640757346,baseline_SBS_builds
193,64.44444444444444,baseline_SBS_builds
194,1.7336485421591803,baseline_SBS_builds
195,24.10901467505241,baseline_SBS_builds
196,30.751498386353152,baseline_SBS_builds
197,8.187134502923977,baseline_SBS_builds
198,4.411764705882353,baseline_SBS_builds
199,2.377686328303612,baseline_SBS_builds
